Date,Volume,Close,Average
27/06/2013,60800,4.483356,4.655
28/06/2013,41300,4.570132,4.69
02/07/2013,11400,4.502641,4.69
03/07/2013,16700,4.502641,4.685
04/07/2013,12200,4.531565,4.71
05/07/2013,16400,4.512282,4.7
08/07/2013,18800,4.56049,4.7
09/07/2013,75600,4.666548,4.79
10/07/2013,24400,4.637624,4.79
11/07/2013,59500,4.734039,4.86
12/07/2013,50200,4.762964,4.93
15/07/2013,30500,4.762964,4.93
16/07/2013,44100,4.743681,4.915
17/07/2013,102400,4.801531,4.94
18/07/2013,76300,4.869022,5.02
19/07/2013,51200,4.820815,5.04
22/07/2013,24700,4.888306,5.045
23/07/2013,110600,4.878664,5.055
24/07/2013,54000,4.811172,5
25/07/2013,67000,4.685833,4.96
26/07/2013,47800,4.714756,4.645
29/07/2013,78800,4.849739,4.985
30/07/2013,125300,4.955797,5.115
31/07/2013,208500,4.791889,5.065
01/08/2013,50000,4.801531,4.99
02/08/2013,34900,4.734039,4.905
06/08/2013,72400,4.724398,4.88
07/08/2013,66800,4.647265,4.87
08/08/2013,69200,4.753323,4.865
09/08/2013,160900,4.695473,4.905
12/08/2013,62800,4.695473,4.87
13/08/2013,246100,4.724398,4.87
14/08/2013,33300,4.666548,4.86
15/08/2013,61800,4.637624,4.805
16/08/2013,10700,4.695473,4.865
19/08/2013,22300,4.608699,4.815
20/08/2013,40800,4.521924,4.72
21/08/2013,41200,4.406224,4.65
22/08/2013,45500,4.512282,4.635
23/08/2013,9000,4.541207,4.705
